longitude;latitude;housing_median_age;total_rooms;total_bedrooms;population;households;median_income;median_house_value;ocean_proximity
-120.9;39.93;23.0;2679.0;546.0;1424.0;529.0;28.812;81900.0;INLAND
-120.9;39.95;20.0;1349.0;238.0;601.0;203.0;35.417;96600.0;INLAND
-120.93;39.96;15.0;1666.0;351.0;816.0;316.0;29.559;118800.0;INLAND
-120.92;40.02;35.0;383.0;92.0;202.0;72.0;26.458;102500.0;INLAND
-120.74;39.9;23.0;1017.0;218.0;387.0;152.0;22.656;88200.0;INLAND
-120.57;39.78;15.0;1291.0;283.0;582.0;242.0;21.216;102000.0;INLAND
-120.66;39.72;15.0;3763.0;784.0;717.0;348.0;22.019;130500.0;INLAND
-120.74;39.82;9.0;1955.0;398.0;294.0;122.0;39.583;126500.0;INLAND
-121.0;39.75;8.0;1116.0;214.0;27.0;39.0;25.893;83000.0;INLAND
-121.14;39.86;16.0;2534.0;557.0;638.0;244.0;22.101;88800.0;INLAND
-120.53;39.79;18.0;1234.0;266.0;543.0;201.0;25.156;71900.0;INLAND
-120.48;39.78;11.0;513.0;104.0;204.0;86.0;2.375;100000.0;INLAND
-120.45;39.8;47.0;2149.0;456.0;965.0;419.0;17.829;55900.0;INLAND
-120.46;39.83;18.0;3406.0;673.0;1567.0;617.0;22.717;75900.0;INLAND
-120.38;39.82;10.0;1262.0;258.0;510.0;209.0;21.667;92800.0;INLAND
-120.15;39.8;19.0;785.0;151.0;366.0;140.0;30.625;82500.0;INLAND
-120.94;40.17;22.0;1334.0;261.0;597.0;222.0;22.132;89200.0;INLAND
-120.91;40.08;24.0;1629.0;313.0;641.0;274.0;22.067;69600.0;INLAND
-120.94;40.14;31.0;3127.0;664.0;1345.0;580.0;15.774;58000.0;INLAND
-121.23;40.01;38.0;725.0;190.0;219.0;115.0;1.625;75000.0;INLAND
-120.71;40.13;19.0;897.0;180.0;276.0;110.0;29.554;89400.0;INLAND
-121.25;40.27;25.0;958.0;245.0;28.0;16.0;2.625;67500.0;INLAND
-121.24;40.31;36.0;1597.0;301.0;632.0;262.0;35.962;93600.0;INLAND
-121.23;40.29;21.0;3229.0;667.0;1501.0;582.0;21.524;77100.0;INLAND
-121.19;40.23;10.0;1572.0;232.0;247.0;104.0;58.453;193800.0;INLAND
-121.08;40.19;11.0;919.0;199.0;69.0;43.0;16.944;137500.0;INLAND
-121.06;40.23;23.0;1127.0;225.0;215.0;85.0;34.844;143800.0;INLAND
-121.09;40.3;15.0;1717.0;336.0;501.0;206.0;36.477;113400.0;INLAND
-121.14;40.29;17.0;1944.0;394.0;384.0;172.0;16.875;111500.0;INLAND
-121.15;40.25;14.0;5156.0;880.0;616.0;281.0;33.462;145200.0;INLAND
-117.35;34.0;38.0;1214.0;254.0;723.0;236.0;25.469;87800.0;INLAND
-117.36;33.99;42.0;1178.0;261.0;804.0;283.0;29.688;92900.0;INLAND
-117.37;34.0;36.0;730.0;155.0;476.0;142.0;24.306;88900.0;INLAND
-117.37;34.0;41.0;1248.0;278.0;770.0;250.0;3.025;90600.0;INLAND
-117.36;34.0;19.0;4592.0;895.0;2769.0;838.0;33.622;105100.0;INLAND
-117.37;34.01;15.0;1386.0;247.0;703.0;185.0;36.415;124200.0;INLAND
-117.38;34.0;45.0;2881.0;514.0;1470.0;515.0;33.687;123800.0;INLAND
-117.38;33.99;52.0;1797.0;332.0;905.0;313.0;27.054;141700.0;INLAND
-117.38;33.98;52.0;2274.0;571.0;1167.0;504.0;20.284;101600.0;INLAND
-117.39;33.98;37.0;2337.0;452.0;948.0;437.0;3.145;169100.0;INLAND
-117.41;33.97;24.0;950.0;183.0;383.0;182.0;30.694;125000.0;INLAND
-117.37;33.98;43.0;2862.0;772.0;1878.0;675.0;21.151;96700.0;INLAND
-117.38;33.97;29.0;1157.0;297.0;2027.0;253.0;16.389;155000.0;INLAND
-117.38;33.98;10.0;642.0;176.0;462.0;186.0;21.528;162500.0;INLAND
-117.37;33.98;27.0;1342.0;547.0;844.0;484.0;11.194;95800.0;INLAND
-117.37;33.99;44.0;917.0;224.0;666.0;220.0;1.685;114200.0;INLAND
-117.36;33.98;46.0;1680.0;453.0;1570.0;435.0;20.436;82300.0;INLAND
-117.37;33.97;34.0;3676.0;697.0;2653.0;682.0;25.804;92400.0;INLAND
-117.37;33.97;38.0;1156.0;241.0;877.0;200.0;14.514;79900.0;INLAND
-117.37;33.97;40.0;1166.0;250.0;976.0;244.0;1.95;84800.0;INLAND
-117.37;33.98;52.0;201.0;44.0;130.0;24.0;2.025;125000.0;INLAND
-117.35;33.99;45.0;131.0;28.0;89.0;31.0;26.071;112500.0;INLAND
-117.35;33.98;31.0;4163.0;1242.0;3928.0;1076.0;16.943;85900.0;INLAND
-117.35;33.97;27.0;3960.0;886.0;2807.0;838.0;3.024;122500.0;INLAND
-117.36;33.97;32.0;1625.0;335.0;1212.0;327.0;27.596;82200.0;INLAND
-117.36;33.98;33.0;2070.0;469.0;1851.0;467.0;24.667;80700.0;INLAND
-117.37;33.96;33.0;3974.0;548.0;1398.0;528.0;72.519;216600.0;INLAND
-117.35;33.96;25.0;2396.0;316.0;951.0;314.0;82.405;235200.0;INLAND
-117.35;33.95;28.0;1650.0;210.0;557.0;211.0;76.632;204800.0;INLAND
-117.37;33.94;14.0;9286.0;1269.0;3565.0;1238.0;66.635;219600.0;INLAND
-117.36;33.92;7.0;9376.0;1181.0;3570.0;1107.0;85.326;315200.0;INLAND
-117.39;33.97;52.0;3307.0;553.0;1269.0;529.0;43.176;136200.0;INLAND
-117.38;33.97;30.0;2953.0;703.0;1406.0;580.0;26.895;150000.0;INLAND
-117.39;33.96;52.0;1992.0;345.0;948.0;358.0;32.917;129300.0;INLAND
-117.4;33.96;51.0;1806.0;322.0;709.0;298.0;3.575;125500.0;INLAND
-117.39;33.97;48.0;1915.0;348.0;1060.0;376.0;34.044;117900.0;INLAND
-117.4;33.97;38.0;1383.0;238.0;649.0;232.0;50.194;148900.0;INLAND
-117.4;33.97;41.0;1707.0;276.0;660.0;269.0;38.618;134800.0;INLAND
-117.41;33.96;32.0;2837.0;617.0;1393.0;595.0;23.798;118800.0;INLAND
-117.41;33.96;24.0;4481.0;901.0;2398.0;823.0;3.864;123400.0;INLAND
-117.41;33.97;34.0;2316.0;365.0;956.0;389.0;4.337;157800.0;INLAND
-117.44;33.96;29.0;124.0;22.0;50.0;18.0;125.381;112500.0;INLAND
-117.43;33.96;28.0;3747.0;651.0;2399.0;646.0;38.682;116500.0;INLAND
-117.44;33.95;31.0;914.0;177.0;556.0;161.0;37.344;115300.0;INLAND
-117.4;33.95;46.0;2189.0;423.0;866.0;389.0;31.384;111500.0;INLAND
-117.4;33.95;32.0;1979.0;491.0;954.0;444.0;24.408;117300.0;INLAND
-117.41;33.95;37.0;1586.0;283.0;675.0;305.0;29.583;132100.0;INLAND
-117.41;33.95;37.0;1462.0;257.0;849.0;287.0;30.542;123900.0;INLAND
-117.42;33.95;32.0;4251.0;848.0;2494.0;798.0;28.173;110800.0;INLAND
-117.42;33.96;33.0;2275.0;469.0;1691.0;459.0;27.452;98100.0;INLAND
-117.41;33.96;27.0;2341.0;418.0;1272.0;415.0;30.208;112700.0;INLAND
-117.38;33.96;30.0;3153.0;623.0;1544.0;575.0;34.491;133800.0;INLAND
-117.39;33.95;36.0;1380.0;269.0;598.0;262.0;31.667;122900.0;INLAND
-117.39;33.95;35.0;1599.0;284.0;721.0;287.0;4.125;120700.0;INLAND
-117.4;33.95;43.0;633.0;166.0;292.0;135.0;11.601;121400.0;INLAND
-117.39;33.96;49.0;2527.0;461.0;1344.0;451.0;40.833;114400.0;INLAND
-117.37;33.95;32.0;2215.0;351.0;771.0;311.0;43.542;142600.0;INLAND
-117.37;33.94;20.0;1682.0;296.0;706.0;291.0;40.966;140100.0;INLAND
-117.38;33.94;21.0;2468.0;380.0;1164.0;385.0;40.625;136800.0;INLAND
-117.39;33.93;26.0;3014.0;494.0;1832.0;485.0;48.333;127900.0;INLAND
-117.39;33.95;35.0;3306.0;680.0;1742.0;673.0;37.109;109100.0;INLAND
-117.4;33.94;30.0;1198.0;251.0;1019.0;214.0;30.509;82700.0;INLAND
-117.4;33.93;35.0;1468.0;298.0;1168.0;261.0;22.222;81300.0;INLAND
-117.41;33.93;35.0;793.0;150.0;669.0;128.0;40.156;89300.0;INLAND
-117.4;33.94;37.0;987.0;187.0;551.0;191.0;35.865;112000.0;INLAND
-117.4;33.94;42.0;943.0;171.0;466.0;203.0;31.458;116000.0;INLAND
-117.41;33.94;33.0;2074.0;476.0;911.0;420.0;2.87;117600.0;INLAND
-117.41;33.94;29.0;3181.0;714.0;1603.0;706.0;3.25;112500.0;INLAND
-117.42;33.93;32.0;2885.0;595.0;1509.0;590.0;31.795;125600.0;INLAND
-117.41;33.94;22.0;4179.0;1081.0;2096.0;1013.0;24.435;118500.0;INLAND
-117.42;33.94;26.0;2420.0;532.0;1383.0;469.0;35.403;113500.0;INLAND
-117.42;33.94;35.0;1764.0;325.0;1094.0;353.0;41.528;113900.0;INLAND
-117.43;33.95;36.0;2284.0;444.0;1425.0;405.0;40.526;104500.0;INLAND
-117.43;33.93;36.0;2386.0;396.0;1176.0;374.0;45.122;113300.0;INLAND
-117.43;33.93;15.0;4836.0;1368.0;3012.0;1240.0;21.865;129300.0;INLAND
-117.43;33.93;31.0;1273.0;262.0;686.0;254.0;24.922;109400.0;INLAND
-117.44;33.93;34.0;1577.0;272.0;880.0;284.0;46.327;116000.0;INLAND
-117.45;33.94;12.0;3539.0;869.0;1987.0;859.0;21.023;103700.0;INLAND
-117.44;33.94;32.0;2349.0;452.0;1479.0;425.0;39.118;114100.0;INLAND
-117.44;33.94;30.0;2992.0;516.0;1521.0;507.0;39.128;126900.0;INLAND
-117.44;33.94;32.0;1814.0;320.0;903.0;306.0;41.776;118700.0;INLAND
-117.44;33.93;33.0;1371.0;236.0;715.0;227.0;4.375;129900.0;INLAND
-117.45;33.93;20.0;5998.0;1320.0;3185.0;1199.0;32.731;113900.0;INLAND
-117.44;33.92;33.0;2433.0;525.0;1466.0;517.0;30.437;110800.0;INLAND
-117.45;33.91;29.0;2320.0;422.0;1358.0;415.0;37.333;121400.0;INLAND
-117.45;33.92;35.0;2552.0;588.0;1840.0;551.0;22.548;113300.0;INLAND
-117.39;33.92;25.0;2886.0;583.0;2327.0;577.0;23.851;113700.0;INLAND
-117.4;33.9;32.0;1263.0;178.0;508.0;180.0;36.667;314100.0;INLAND
-117.44;33.9;23.0;4487.0;754.0;2609.0;778.0;42.788;148700.0;INLAND
-117.43;33.91;15.0;14281.0;2511.0;7540.0;2245.0;43.222;138000.0;INLAND
-117.42;33.89;4.0;80.0;10.0;55.0;13.0;77.197;193800.0;INLAND
-117.4;34.01;25.0;1858.0;366.0;1311.0;331.0;27.083;87800.0;INLAND
-117.41;34.01;34.0;1231.0;216.0;841.0;199.0;26.442;92000.0;INLAND
-117.43;34.02;33.0;3084.0;570.0;1753.0;449.0;3.05;97800.0;INLAND
-117.42;34.02;9.0;5455.0;882.0;3015.0;858.0;42.321;162800.0;INLAND
-117.4;34.0;24.0;2316.0;599.0;1829.0;532.0;16.955;86800.0;INLAND
-117.4;34.0;31.0;1192.0;307.0;1013.0;283.0;20.742;76200.0;INLAND
-117.41;34.0;38.0;2228.0;571.0;1697.0;530.0;19.052;83400.0;INLAND
-117.43;33.98;21.0;2634.0;421.0;1376.0;406.0;42.589;152200.0;INLAND
-117.42;33.98;16.0;10072.0;2043.0;5913.0;1909.0;30.606;119500.0;INLAND
-117.45;34.01;26.0;3042.0;598.0;1720.0;551.0;2.76;95200.0;INLAND
-117.43;34.01;34.0;2101.0;426.0;1150.0;377.0;30.909;98300.0;INLAND
-117.41;34.0;26.0;2372.0;621.0;1647.0;612.0;14.719;88600.0;INLAND
-117.42;34.0;32.0;1617.0;346.0;1153.0;385.0;3.016;96600.0;INLAND
-117.43;33.99;18.0;3307.0;547.0;1738.0;457.0;4.566;116900.0;INLAND
-117.44;33.99;12.0;9966.0;1517.0;5008.0;1492.0;45.625;171300.0;INLAND
-117.5;34.0;15.0;1929.0;317.0;1237.0;316.0;44.063;128500.0;INLAND
-117.49;33.99;21.0;2050.0;392.0;1153.0;336.0;4.84;116400.0;INLAND
-117.48;33.98;20.0;2451.0;475.0;1785.0;456.0;33.966;115000.0;INLAND
-117.49;33.98;17.0;2727.0;462.0;1691.0;448.0;48.371;160600.0;INLAND
-117.5;33.98;21.0;2394.0;416.0;1291.0;381.0;42.099;138700.0;INLAND
-117.47;33.98;8.0;12106.0;1913.0;5810.0;1717.0;49.886;158100.0;INLAND
-117.48;34.01;23.0;2000.0;376.0;1361.0;388.0;4.369;121100.0;INLAND
-117.49;34.02;35.0;2051.0;427.0;1466.0;425.0;36.711;108200.0;INLAND
-117.49;34.02;21.0;3736.0;738.0;2021.0;640.0;44.545;142400.0;INLAND
-117.51;34.02;24.0;7779.0;1835.0;3996.0;1765.0;21.764;135300.0;INLAND
-117.48;34.0;12.0;6751.0;1153.0;3266.0;1134.0;38.529;145500.0;INLAND
-117.51;34.0;36.0;3791.0;746.0;2258.0;672.0;32.067;124700.0;INLAND
-117.52;33.99;14.0;13562.0;2057.0;7600.0;2086.0;52.759;182900.0;INLAND
-117.53;33.97;34.0;1293.0;215.0;774.0;217.0;38.906;141000.0;INLAND
-117.53;33.97;29.0;1430.0;273.0;872.0;283.0;40.833;141000.0;INLAND
-117.51;33.97;35.0;352.0;62.0;184.0;57.0;36.691;137500.0;INLAND
-117.53;34.02;19.0;256.0;34.0;101.0;28.0;53.269;375000.0;INLAND
-117.6;33.94;26.0;2925.0;575.0;1921.0;501.0;31.859;153100.0;INLAND
-117.55;34.0;17.0;3583.0;700.0;1587.0;719.0;26.979;75000.0;INLAND
-117.53;33.94;21.0;5675.0;935.0;2834.0;865.0;42.263;203200.0;INLAND
-117.55;33.94;30.0;5398.0;926.0;2672.0;864.0;44.762;163900.0;INLAND
-117.56;33.94;29.0;266.0;42.0;136.0;40.0;1.625;164300.0;INLAND
-117.56;33.94;6.0;575.0;73.0;318.0;88.0;70.215;257100.0;INLAND
-117.57;33.93;3.0;1240.0;151.0;519.0;146.0;75.408;271900.0;INLAND
-117.55;33.95;17.0;3196.0;444.0;1581.0;462.0;59.333;229400.0;INLAND
-117.59;33.91;7.0;10223.0;1491.0;5205.0;1509.0;54.872;203400.0;INLAND
-117.57;33.9;7.0;3797.0;850.0;2369.0;720.0;35.525;137600.0;INLAND
-117.56;33.89;16.0;693.0;185.0;365.0;176.0;23.417;191700.0;INLAND
-117.55;33.89;25.0;2999.0;439.0;1396.0;458.0;56.973;164800.0;INLAND
-117.52;33.89;2.0;17978.0;3217.0;7305.0;2463.0;51.695;220800.0;INLAND
-117.6;33.91;15.0;1864.0;271.0;1006.0;288.0;72.379;251000.0;INLAND
-117.55;33.93;25.0;5187.0;934.0;2725.0;860.0;41.865;154300.0;INLAND
-117.55;33.92;24.0;2807.0;501.0;1653.0;509.0;48.167;163300.0;INLAND
-117.55;33.9;21.0;1839.0;324.0;871.0;307.0;34.459;198800.0;INLAND
-117.53;33.92;12.0;2290.0;319.0;728.0;228.0;61.561;233500.0;INLAND
-117.58;33.92;16.0;4157.0;586.0;2036.0;594.0;6.155;246400.0;INLAND
-117.57;33.91;22.0;2620.0;396.0;1324.0;362.0;53.735;214600.0;INLAND
-117.59;33.93;17.0;338.0;47.0;200.0;46.0;78.118;244200.0;INLAND
-117.5;33.93;19.0;4741.0;835.0;2903.0;796.0;43.723;135600.0;INLAND
-117.49;33.91;17.0;5364.0;1020.0;3754.0;936.0;32.857;139100.0;INLAND
-117.5;33.92;31.0;2529.0;513.0;1504.0;426.0;29.821;115600.0;INLAND
-117.5;33.92;28.0;2101.0;337.0;1061.0;348.0;4.55;146800.0;INLAND
-117.51;33.95;12.0;9016.0;1486.0;4285.0;1457.0;49.984;169100.0;INLAND
-117.46;33.95;34.0;1565.0;296.0;1142.0;328.0;36.979;99600.0;INLAND
-117.47;33.95;15.0;6248.0;1249.0;3795.0;1128.0;41.264;124600.0;INLAND
-117.5;33.96;12.0;7923.0;1470.0;4861.0;1385.0;42.985;139200.0;INLAND
-117.5;33.95;29.0;932.0;153.0;711.0;172.0;48.214;143400.0;INLAND
-117.46;33.94;26.0;2481.0;620.0;2411.0;552.0;17.059;85800.0;INLAND
-117.47;33.94;34.0;559.0;139.0;532.0;137.0;30.687;88500.0;INLAND
-117.48;33.94;19.0;1891.0;465.0;1693.0;416.0;27.813;112900.0;INLAND
-117.48;33.94;29.0;1625.0;336.0;1046.0;320.0;31.985;117300.0;INLAND
-117.49;33.94;28.0;2787.0;490.0;1684.0;467.0;40.256;127100.0;INLAND
-117.46;33.93;16.0;4112.0;880.0;2821.0;857.0;30.122;114700.0;INLAND
-117.46;33.93;19.0;4780.0;861.0;3043.0;766.0;37.431;132800.0;INLAND
-117.46;33.92;21.0;713.0;142.0;476.0;142.0;35.208;121100.0;INLAND
-117.47;33.93;33.0;919.0;208.0;724.0;235.0;34.028;110500.0;INLAND
-117.47;33.94;34.0;2086.0;417.0;1501.0;395.0;32.311;105600.0;INLAND
-117.46;33.94;35.0;1566.0;294.0;1056.0;279.0;35.227;105400.0;INLAND
-117.48;33.93;31.0;2191.0;459.0;1564.0;450.0;26.776;122000.0;INLAND
-117.47;33.92;18.0;3869.0;773.0;2500.0;726.0;36.583;126100.0;INLAND
-117.49;33.93;26.0;2970.0;576.0;2156.0;558.0;39.522;124600.0;INLAND
-117.47;33.91;21.0;3491.0;760.0;1920.0;669.0;22.241;127300.0;INLAND
-117.46;33.9;10.0;9738.0;2130.0;4936.0;1840.0;33.187;144800.0;INLAND
-117.48;33.89;14.0;10395.0;1799.0;6295.0;1855.0;47.295;149900.0;INLAND
-117.49;33.9;7.0;10235.0;2238.0;5271.0;2094.0;36.071;159100.0;INLAND
-117.48;33.91;22.0;3611.0;666.0;1869.0;649.0;42.207;141100.0;INLAND
-117.44;33.88;5.0;2589.0;351.0;1109.0;360.0;68.089;334100.0;INLAND
-117.51;33.89;16.0;5418.0;1005.0;2690.0;1088.0;40.556;158000.0;INLAND
-117.51;33.88;24.0;3044.0;602.0;2541.0;564.0;4.131;123800.0;INLAND
-117.52;33.88;21.0;722.0;178.0;770.0;165.0;25.656;102500.0;INLAND
-117.53;33.88;22.0;2855.0;667.0;2453.0;624.0;31.312;91000.0;INLAND
-117.5;33.87;4.0;6755.0;1017.0;2866.0;850.0;50.493;239800.0;INLAND
-117.56;33.88;36.0;838.0;210.0;722.0;180.0;24.861;96200.0;INLAND
-117.58;33.89;14.0;1731.0;404.0;1269.0;351.0;23.654;107900.0;INLAND
-117.55;33.88;19.0;2472.0;618.0;2143.0;610.0;22.372;108800.0;INLAND
-117.57;33.87;33.0;2076.0;517.0;1374.0;480.0;22.197;138200.0;INLAND
-117.56;33.88;40.0;1196.0;294.0;1052.0;258.0;20.682;113000.0;INLAND
-117.57;33.88;35.0;1755.0;446.0;1453.0;428.0;2.316;119400.0;INLAND
-117.57;33.88;39.0;679.0;164.0;769.0;179.0;23.036;110600.0;INLAND
-117.58;33.87;42.0;765.0;171.0;590.0;177.0;16.875;113500.0;INLAND
-117.59;33.88;7.0;3586.0;959.0;2695.0;877.0;24.387;117000.0;INLAND
-117.59;33.88;13.0;3239.0;849.0;2751.0;813.0;26.111;107000.0;INLAND
-117.58;33.88;16.0;1739.0;478.0;1235.0;420.0;22.969;116100.0;INLAND
-117.57;33.87;37.0;621.0;156.0;443.0;135.0;23.333;122800.0;INLAND
-117.57;33.87;27.0;1786.0;287.0;939.0;278.0;51.929;165000.0;INLAND
-117.58;33.87;17.0;2772.0;449.0;1685.0;461.0;50.464;163900.0;INLAND
-117.58;33.87;30.0;701.0;131.0;356.0;125.0;32.917;144300.0;INLAND
-117.58;33.87;34.0;1511.0;272.0;773.0;265.0;35.313;142100.0;INLAND
-117.55;33.85;4.0;8207.0;1373.0;3887.0;1304.0;48.686;195300.0;INLAND
-117.56;33.83;28.0;895.0;127.0;346.0;115.0;54.788;339300.0;INLAND
-117.58;33.85;6.0;16431.0;2640.0;8222.0;2553.0;52.861;195100.0;INLAND
-117.54;33.82;6.0;202.0;29.0;75.0;28.0;4.125;216700.0;INLAND
-117.55;33.83;6.0;502.0;76.0;228.0;65.0;42.386;500001.0;INLAND
-117.6;33.85;9.0;6538.0;955.0;2928.0;892.0;53.006;221400.0;<1H OCEAN
-117.56;33.86;25.0;6964.0;1066.0;3240.0;1036.0;52.898;177100.0;INLAND
-117.55;33.87;18.0;8136.0;1584.0;4976.0;1516.0;39.414;137100.0;INLAND
-117.64;33.88;13.0;8010.0;1366.0;3920.0;1309.0;5.536;204800.0;<1H OCEAN
-117.6;33.87;18.0;6450.0;1165.0;3716.0;1113.0;42.721;150300.0;INLAND
-117.6;33.86;23.0;2949.0;473.0;1671.0;477.0;5.195;161000.0;INLAND
-117.6;33.87;15.0;7626.0;1570.0;3823.0;1415.0;34.419;138100.0;INLAND
-117.64;33.87;2.0;17470.0;2727.0;5964.0;1985.0;62.308;257900.0;<1H OCEAN
-117.52;33.84;20.0;688.0;146.0;575.0;144.0;3.55;111000.0;INLAND
-117.52;33.83;22.0;2397.0;400.0;1347.0;403.0;4.46;189800.0;INLAND
-117.53;33.83;7.0;2191.0;324.0;1156.0;310.0;55.362;195600.0;INLAND
-117.54;33.76;5.0;5846.0;1035.0;3258.0;1001.0;47.965;160800.0;<1H OCEAN
-117.52;33.82;14.0;3776.0;580.0;1877.0;559.0;51.365;215000.0;INLAND
-117.36;33.88;15.0;2857.0;421.0;1361.0;382.0;46.875;189800.0;INLAND
-117.33;33.9;2.0;12837.0;1842.0;4636.0;1453.0;51.512;187800.0;INLAND
-117.34;33.89;17.0;2678.0;394.0;1225.0;367.0;5.363;211300.0;INLAND
-117.38;33.89;12.0;3964.0;524.0;1707.0;549.0;51.624;267900.0;INLAND
-117.36;33.88;10.0;5600.0;848.0;2573.0;788.0;50.346;240500.0;INLAND
-117.26;33.86;16.0;1171.0;235.0;659.0;216.0;31.103;110000.0;INLAND
-117.33;33.87;14.0;2300.0;335.0;1001.0;311.0;51.045;161300.0;INLAND
-117.3;33.85;15.0;3991.0;751.0;2317.0;657.0;29.542;127900.0;INLAND
-117.28;33.85;16.0;3498.0;702.0;2372.0;672.0;23.229;118000.0;INLAND
-117.43;33.81;13.0;4770.0;718.0;1985.0;662.0;42.273;295200.0;INLAND
-117.4;33.76;8.0;1954.0;330.0;973.0;321.0;44.875;249100.0;INLAND
-117.4;33.85;9.0;7538.0;1125.0;3450.0;1077.0;54.625;223600.0;INLAND
-117.26;33.84;12.0;1159.0;209.0;523.0;159.0;27.232;123200.0;INLAND
-117.32;33.87;15.0;826.0;138.0;440.0;134.0;48.125;173900.0;INLAND
-117.28;33.89;33.0;6982.0;1371.0;5650.0;1195.0;25.379;152700.0;INLAND
-117.34;33.96;15.0;6437.0;1298.0;2805.0;1205.0;41.883;184500.0;INLAND
-117.32;33.96;19.0;3216.0;666.0;1363.0;629.0;37.585;144500.0;INLAND
-117.34;33.94;20.0;4589.0;594.0;1660.0;595.0;74.141;236500.0;INLAND
-117.34;33.94;13.0;7910.0;;3382.0;1176.0;55.563;214500.0;INLAND
-117.31;33.94;7.0;11232.0;1791.0;4218.0;1644.0;52.713;216500.0;INLAND
-117.33;33.98;52.0;1417.0;353.0;881.0;300.0;19.531;162500.0;INLAND
-117.33;33.97;8.0;152.0;19.0;1275.0;20.0;1.625;162500.0;INLAND
-117.34;34.0;27.0;321.0;64.0;214.0;67.0;3.175;101600.0;INLAND
-117.34;33.98;10.0;17286.0;4952.0;9851.0;4616.0;17.579;103400.0;INLAND
-117.32;33.99;27.0;5464.0;850.0;2400.0;836.0;4.711;133500.0;INLAND
-117.31;33.97;28.0;3420.0;691.0;1502.0;656.0;34.896;140300.0;INLAND
-117.29;33.97;4.0;18767.0;3032.0;8805.0;2723.0;46.667;160600.0;INLAND
-117.35;34.01;23.0;3707.0;769.0;1938.0;658.0;2.725;95300.0;INLAND
-117.34;34.02;28.0;2683.0;708.0;2047.0;636.0;2.275;85400.0;INLAND
-117.32;34.01;23.0;3021.0;527.0;1580.0;533.0;44.063;129900.0;INLAND
-117.24;33.95;11.0;6617.0;1118.0;3710.0;1087.0;47.877;132600.0;INLAND
-117.23;33.94;7.0;13195.0;2696.0;6763.0;2437.0;35.851;142000.0;INLAND
-117.25;33.95;5.0;13096.0;2208.0;6780.0;2180.0;42.775;138700.0;INLAND
-117.23;33.96;5.0;9179.0;1361.0;4573.0;1294.0;5.253;163300.0;INLAND
-117.21;33.95;5.0;8403.0;1240.0;3962.0;1150.0;52.174;155500.0;INLAND
-117.14;33.94;5.0;4873.0;639.0;1947.0;568.0;63.223;223200.0;INLAND
-117.21;33.97;3.0;18356.0;2537.0;8437.0;2342.0;56.409;197700.0;INLAND
-117.28;33.94;10.0;972.0;212.0;773.0;219.0;13.125;135700.0;INLAND
-117.28;33.92;35.0;3623.0;841.0;2721.0;766.0;21.574;86900.0;INLAND
-117.27;33.92;13.0;8443.0;1744.0;4885.0;1470.0;30.907;127200.0;INLAND
-117.27;33.93;2.0;337.0;55.0;115.0;49.0;31.042;164800.0;INLAND
-117.24;33.94;15.0;1569.0;423.0;1123.0;369.0;16.111;113900.0;INLAND
-117.24;33.93;12.0;7105.0;1447.0;4520.0;1333.0;32.705;113200.0;INLAND
-117.25;33.93;8.0;10110.0;1761.0;5804.0;1703.0;42.654;137600.0;INLAND
-117.25;33.92;7.0;9812.0;1914.0;5595.0;1729.0;41.482;124600.0;INLAND
-117.23;33.91;9.0;11654.0;2100.0;7596.0;2127.0;40.473;127200.0;INLAND
-117.23;33.89;5.0;11775.0;2031.0;6686.0;1911.0;41.953;136600.0;INLAND
-117.23;33.94;8.0;2405.0;537.0;1594.0;517.0;30.789;114200.0;INLAND
-117.22;33.93;14.0;5104.0;1026.0;3513.0;972.0;32.148;117000.0;INLAND
-117.22;33.92;5.0;16884.0;2865.0;9509.0;2688.0;40.938;130900.0;INLAND
-117.21;33.93;4.0;10002.0;1468.0;5439.0;1397.0;50.223;152600.0;INLAND
-117.16;33.92;12.0;3236.0;502.0;1610.0;502.0;47.568;143500.0;INLAND
-117.22;33.9;8.0;8302.0;1461.0;5155.0;1370.0;40.467;121500.0;INLAND
-117.13;33.89;4.0;1611.0;239.0;275.0;84.0;35.781;244400.0;INLAND
-117.19;33.9;3.0;21060.0;3366.0;9623.0;2812.0;4.189;143000.0;INLAND
-117.22;33.87;16.0;56.0;7.0;39.0;14.0;2.625;500001.0;INLAND
-117.24;33.85;8.0;1031.0;201.0;606.0;179.0;28.194;136300.0;INLAND
-117.17;33.83;7.0;77.0;12.0;64.0;15.0;4.6;187500.0;INLAND
-117.2;33.83;14.0;1265.0;230.0;621.0;173.0;36.618;161300.0;INLAND
-117.23;33.83;2.0;1424.0;251.0;681.0;192.0;40.833;100000.0;INLAND
-117.21;33.82;2.0;4198.0;805.0;1943.0;673.0;39.052;122100.0;INLAND
-117.22;33.81;4.0;9911.0;1946.0;5145.0;1661.0;34.237;113700.0;INLAND
-117.21;33.71;16.0;8476.0;1758.0;2711.0;1427.0;21.848;97900.0;<1H OCEAN
-117.2;33.72;8.0;5528.0;1073.0;1674.0;918.0;25.335;110100.0;<1H OCEAN
-117.2;33.72;16.0;5373.0;1079.0;1573.0;933.0;19.912;98600.0;<1H OCEAN
-117.2;33.71;24.0;4210.0;920.0;1283.0;829.0;20.881;83300.0;<1H OCEAN
-117.2;33.7;23.0;6323.0;1196.0;1984.0;1124.0;23.276;92400.0;<1H OCEAN
